Genome	CheckM Completeness	CheckM Contamination	# tRNAs (AA)	16S rRNA	GTDB Taxonomy	dRep Species Cluster	station	depth	depth layer	latitude	longitude	size fraction	temperature (°C)	oxygen (µmol/kg)
TARA_SAMEA2622716_METAG_HLKCEHMD	94.58	0.05	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002721785	489_1	TARA_123	5.0	EPI	-8.9068	-140.283	0.45-0.8	26.5867	189.6701
TARA_SAMEA2622841_METAG_LNHPPNIG	99.19	0.66	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E oleovorans_A	685_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.1-0.22	23.6816	160.8144
TARA_SAMEA2622841_METAG_JCAEBLCG	98.01	1.36	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D pachastrellae	696_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.1-0.22	23.6816	160.8144
TARA_SAMEA2622841_METAG_BJPLAEIC	98.39	0.0	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA852;s__UBA852 sp002295925	3373_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.1-0.22	23.6816	160.8144
TARA_SAMEA2622842_METAG_ELOJNHCG	94.87	2.99	21.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002296525	2377_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-0.45	23.6816	160.8144
TARA_SAMEA2622842_METAG_OMAOBCHI	92.65	1.28	18.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002719235	2452_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-0.45	23.6816	160.8144
TARA_SAMEA2622842_METAG_DHEHIIGA	97.85	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2701885;f__GCA-2701885;g__GCA-2701885;s__GCA-2701885 sp002722055	4820_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-0.45	23.6816	160.8144
TARA_SAMEA2622842_METAG_GMPLCBLJ	94.51	0.0	18.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TMED108;s__TMED108 sp002702225	3078_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-0.45	23.6816	160.8144
TARA_SAMEA2622842_METAG_MHDOINAF	94.51	2.2	18.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__TMED6;g__TMED6;s__TMED6 sp002711465	3243_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-0.45	23.6816	160.8144
TARA_SAMEA2622842_METAG_JCAJGODB	90.17	0.0	19.0	0.0	d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA817;f__UBA817;g__UBA817;s__UBA817 sp002296285	2300_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-0.45	23.6816	160.8144
TARA_SAMEA2622837_METAG_IKHPFKLM	97.81	1.71	20.0	0.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__UBA6623;g__UBA6623;s__UBA6623 sp002433055	2388_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_JBJCKAAA	90.6	3.42	17.0	0.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002346545	755_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_CJEHOFFG	98.69	1.18	20.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA9264;s__UBA9264 sp002724245	4377_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_EPMHDJGB	95.6	0.0	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA998;f__UBA3002;g__UBA3002;s__UBA3002 sp002346425	58_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_KBBJICNN	95.49	1.67	20.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437;s__UBA8437 sp002724315	1417_2	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_JKPGOPEF	93.16	2.74	20.0	0.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002347025	3642_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_PNJGGMAN	92.65	1.19	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__;g__;s__	6344_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_GCPDHFOM	91.16	1.87	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA5682;s__UBA5682 sp002346525	171_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_HDJIBDFJ	90.49	1.1	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__GCA-2721545;s__GCA-2721545 sp002721545	4163_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_BEOLKKCE	97.69	0.0	21.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1127;f__GCA-2717925;g__GCA-2717925;s__GCA-2717925 sp002717925	6307_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_JMIFJPDO	96.7	1.1	20.0	0.0	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__UBA2968;g__UBA6620;s__UBA6620 sp002433075	264_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_FJHMIHLF	93.96	3.42	19.0	0.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__;s__	138_0	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_FMHBHGAC	93.73	2.18	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__;g__;s__	6325_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_IPNHGKMM	91.56	1.89	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__TMED2;g__TMED2;s__TMED2 sp002168225	1117_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_FLJJGFFL	91.0	0.0	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-002700125;s__	6131_2	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_FADLFKGB	97.01	2.14	15.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3;s__MedAcidi-G3 sp002708935	2379_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_AOCBMCKK	96.34	3.3	21.0	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2988;s__UBA2988 sp002346665	49_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_HLHPBMON	94.44	2.2	19.0	0.0	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__GCA-2709665;g__GCA-2709665;s__GCA-2709665 sp002709665	260_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_OEMBKAEG	93.76	2.23	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002724355	2378_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_MANGALKA	93.73	0.0	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2985;f__UBA2985;g__;s__	3059_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_HBAPHKBN	93.53	2.2	21.0	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__;f__;g__;s__	2982_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_DIBDDNCD	93.23	0.4	21.0	1.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__;g__;s__	6313_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_HCCFFGLD	92.56	0.0	19.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA2588;g__UBA2588;s__UBA2588 sp002723125	6283_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_HIELLEOM	92.13	0.0	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__UBA6615 sp002937505	78_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_LGNHAJJH	98.65	0.68	20.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA2995;g__UBA2995;s__UBA2995 sp002346535	2248_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_MNEPLOKD	98.18	3.17	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6952;f__QGNO01;g__QGNO01;s__	6305_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_JFEFLGPD	97.03	0.99	21.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926;g__UBA6926;s__UBA6926 sp002450835	2889_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_POOBDMOF	97.01	2.14	19.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002346745	770_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_PCMKELBL	96.11	0.0	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2963;f__;g__;s__	6308_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_PPDOBEOP	95.21	0.0	21.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2985;f__UBA2985;g__UBA2985;s__UBA2985 sp002717805	6097_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_DMBFDJMC	94.88	0.0	21.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__;g__;s__	6256_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_PAODPMMI	94.26	3.8	18.0	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA6934;s__UBA6934 sp002346625	4522_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_LLDONMCH	93.23	0.99	17.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__GCA-002712965;s__	6332_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_DMCHDHDD	91.82	0.19	21.0	0.0	d__Bacteria;p__Chloroflexota_B;c__UBA11872;o__UBA11872;f__;g__;s__	150_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_EFHCFHDK	91.66	2.97	19.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-2722455;g__GCA-2722455;s__GCA-2722455 sp002722455	6345_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622837_METAG_INCIHHJP	91.36	1.1	17.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp001577025	3082_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.22-3	23.6816	160.8144
TARA_SAMEA2622843_METAG_HAMAJGDK	95.93	2.76	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002471665	704_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_JOOHMLLC	97.73	0.0	20.0	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002480565	1555_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_DOGLDLEH	93.48	0.68	15.0	0.0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_A;s__	4276_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_OFHGMBOK	93.54	2.27	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA3470;g__UBA3470;s__UBA3470 sp002709525	4697_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_LMNNKAIA	98.28	1.52	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D pachastrellae	696_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_KNEGIENJ	94.08	0.0	19.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002684575	2490_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_NCDLFJCE	98.86	0.64	20.0	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668;s__UBA1668 sp002716385	2357_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_GFDEHKKO	94.32	0.67	20.0	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA8087;s__UBA8087 sp002709755	347_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_HAPJAMBJ	97.62	1.7	19.0	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668;s__UBA1668 sp002717655	2356_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_OLFFNFGB	91.56	3.73	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED167;s__TMED167 sp002723345	4708_0	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_CIKCJHDO	95.0	2.12	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__UBA8366;s__UBA8366 sp002711555	6276_2	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_JBBGHGAL	93.48	0.27	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__UBA8444 sp002714805	3422_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_GEPKFDMN	92.61	1.03	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__SP287;s__SP287 sp002721285	3787_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_EPHNKGJM	93.16	2.99	19.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002719235	2452_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_HDGILNGE	93.78	1.61	20.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-2718035;s__	4003_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_ICAFCCEK	98.92	0.0	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2701885;f__GCA-2701885;g__GCA-2701885;s__GCA-2701885 sp002722055	4820_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_LAOIAGHO	93.85	0.93	15.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002500665	2522_1	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2622843_METAG_DAKDFHIO	93.94	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002722795	4109_0	TARA_125	140.0	EPI	-8.8999	-142.5461	0.45-0.8	23.6816	160.8144
TARA_SAMEA2621176_METAG_LNNLNJLH	98.12	0.89	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter;s__Oleibacter sp002331105	1849_2	TARA_072	800.0	MES	-8.7986	-17.9034	0.22-3	4.6417	143.2736
TARA_SAMEA2621176_METAG_EKLCKMDK	90.73	2.95	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA12402;f__UBA12402;g__GCA-2707695;s__GCA-2707695 sp002707695	6196_0	TARA_072	800.0	MES	-8.7986	-17.9034	0.22-3	4.6417	143.2736
TARA_SAMEA2621176_METAG_DCJMIKAH	100.0	1.08	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__Brumimicrobium sp002331485	2509_0	TARA_072	800.0	MES	-8.7986	-17.9034	0.22-3	4.6417	143.2736
TARA_SAMEA2621176_METAG_GIHJDEBP	96.68	1.14	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__koll-22;g__UBA1494_A;s__UBA1494_A sp002713165	3433_0	TARA_072	800.0	MES	-8.7986	-17.9034	0.22-3	4.6417	143.2736
TARA_SAMEA2621155_METAG_JJEAFODF	99.0	0.76	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA1479;g__UBA1479;s__UBA1479 sp002433335	988_1	TARA_072	100.0	EPI	-8.7296	-17.9604	0.22-3	23.6301	190.5966
TARA_SAMEA2621155_METAG_NPAOPFHE	94.63	0.0	16.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002684575	2490_1	TARA_072	100.0	EPI	-8.7296	-17.9604	0.22-3	23.6301	190.5966
TARA_SAMEA2621155_METAG_DHNNNKED	93.64	0.0	16.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__GCA-002708145;s__GCA-002708145 sp002712125	6113_1	TARA_072	100.0	EPI	-8.7296	-17.9604	0.22-3	23.6301	190.5966
TARA_SAMEA2621155_METAG_LDOGOCBG	90.95	2.56	16.0	0.0	d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA817;f__GCA-002719695;g__GCA-002719695;s__GCA-002719695 sp002719695	6068_1	TARA_072	100.0	EPI	-8.7296	-17.9604	0.22-3	23.6301	190.5966
MALA_SAMN05421706_METAG_CCBNPPJM	91.05	1.12	19.0	0.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp001627335	844_2	91	4018.0	BAT	-5.75	-170.7407	0.2-0.8	1.1026	153.1939
MALA_SAMN05421706_METAG_PHJHNDCF	94.72	2.18	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002746355	6372_1	91	4018.0	BAT	-5.75	-170.7407	0.2-0.8	1.1026	153.1939
MALA_SAMN05421706_METAG_JJDGLEBG	96.24	0.85	18.0	1.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	1194_1	91	4018.0	BAT	-5.75	-170.7407	0.2-0.8	1.1026	153.1939
MALA_SAMN05421706_METAG_CKJAFDPA	95.04	1.76	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii	1683_1	91	4018.0	BAT	-5.75	-170.7407	0.2-0.8	1.1026	153.1939
MALA_SAMN05421706_METAG_PHFPPBLD	99.78	0.0	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp002732835	5421_1	91	4018.0	BAT	-5.75	-170.7407	0.2-0.8	1.1026	153.1939
MALA_SAMN05421706_METAG_PDNDAHEE	90.35	0.47	15.0	0.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__	2267_1	91	4018.0	BAT	-5.75	-170.7407	0.2-0.8	1.1026	153.1939
MALA_SAMN05421706_METAG_CPBAILGB	94.71	0.93	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	1132_1	91	4018.0	BAT	-5.75	-170.7407	0.2-0.8	1.1026	153.1939
MALA_SAMN05421706_METAG_NAFAAHFA	96.7	0.0	17.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp002715035	3085_1	91	4018.0	BAT	-5.75	-170.7407	0.2-0.8	1.1026	153.1939
MALA_SAMN05421555_METAG_IJMJPABA	99.47	1.02	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp001942265	790_1	91	4018.0	BAT	-5.75	-170.7407	0.8-20	1.1026	153.1939
MALA_SAMN05421555_METAG_CLKOJKMO	95.19	2.46	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Oceanococcaceae;g__OUC007;s__	2431_1	91	4018.0	BAT	-5.75	-170.7407	0.8-20	1.1026	153.1939
TARA_SAMEA2622219_METAG_CDNBMKDP	90.04	0.69	18.0	0.0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp001632165	194_1	TARA_102	40.0	EPI	-5.2669	-85.2732	0.22-3	19.7812	104.9968
TARA_SAMEA2622219_METAG_FLMMGJJK	97.62	0.0	18.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002731805	2487_1	TARA_102	40.0	EPI	-5.2669	-85.2732	0.22-3	19.7812	104.9968
TARA_SAMEA2622219_METAG_IBJHCFCC	97.3	1.58	16.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp002684915	2907_1	TARA_102	40.0	EPI	-5.2669	-85.2732	0.22-3	19.7812	104.9968
TARA_SAMEA2622219_METAG_BCNDIPPI	97.71	0.0	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__TMED123;s__	4018_1	TARA_102	40.0	EPI	-5.2669	-85.2732	0.22-3	19.7812	104.9968
TARA_SAMEA2622219_METAG_CBPANGGE	96.15	2.99	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3;s__MedAcidi-G3 sp003445455	2381_1	TARA_102	40.0	EPI	-5.2669	-85.2732	0.22-3	19.7812	104.9968
TARA_SAMEA2622219_METAG_PPKFNHCK	93.89	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__	4013_0	TARA_102	40.0	EPI	-5.2669	-85.2732	0.22-3	19.7812	104.9968
